FROM,TO,Work trips SOV,Work trips HOV,Work trips Transit,Non-work SOV,Non-work HOV,Non-work Transit,All SOV,All HOV,All Transit,Work trips All,Non-work All,All Trips
NCherokee,ENewton,0,0,0,0,0,0,0,0,0,0,0,0
NCherokee,NPaulding,8,1,0,1,2,0,9,3,0,9,3,12
NCherokee,WPaulding,0,0,0,0,0,0,0,0,0,0,0,0
NCherokee,EPaulding,10,0,0,6,11,0,16,11,0,10,17,27
NCherokee,NSpalding,0,0,0,0,0,0,0,0,0,0,0,0
NCherokee,SSpalding,0,0,0,0,0,0,0,0,0,0,0,0
NCherokee,WWalton,3,0,0,0,0,0,3,0,0,3,0,3
NCherokee,EWalton,0,0,0,0,0,0,0,0,0,0,0,0
ECentCherokee,NFulton,6212,1081,11,3643,10333,5,9855,11414,16,7304,13981,21285
ECentCherokee,Roswell,2128,419,2,1136,3505,0,3264,3924,2,2549,4641,7190
ECentCherokee,SandySprings,1496,253,2,320,788,5,1816,1041,7,1751,1113,2864
ECentCherokee,Buckhead,745,139,5,136,351,3,881,490,8,889,490,1379
ECentCherokee,NWAtlanta,263,40,0,31,63,0,294,103,0,303,94,397
ECentCherokee,NEAtlanta,393,91,0,120,393,9,513,484,9,484,522,1006
ECentCherokee,SWAtlanta,109,19,0,44,61,1,153,80,1,128,106,234
ECentCherokee,CBDAtlanta,241,64,16,74,247,16,315,311,32,321,337,658
ECentCherokee,SEAtlanta,59,16,0,30,103,2,89,119,2,75,135,210
ECentCherokee,SFulton,29,4,0,9,27,0,38,31,0,33,36,69
ECentCherokee,Tri-Cities,81,26,2,22,27,0,103,53,2,109,49,158
ECentCherokee,Shannon,20,3,0,6,5,0,26,8,0,23,11,34
ECentCherokee,WCherokee,3900,664,9,5574,14871,7,9474,15535,16,4573,20452,25025
ECentCherokee,NCherokee,2090,347,6,2348,6225,6,4438,6572,12,2443,8579,11022
ECentCherokee,ECentCherokee,48719,8481,118,83210,186598,265,131929,195079,383,57318,270073,327391
ECentCherokee,Woodstock,7444,1342,1,7895,21790,0,15339,23132,1,8787,29685,38472
ECentCherokee,Airport,30,11,0,8,7,0,38,18,0,41,15,56
ECentCherokee,NEClayton,41,11,0,12,5,0,53,16,0,52,17,69
ECentCherokee,Riverdale,9,3,0,7,27,0,16,30,0,12,34,46
ECentCherokee,SClayton,10,1,0,5,8,0,15,9,0,11,13,24
ECentCherokee,NWCobb,3590,625,1,1991,4333,86,5581,4958,87,4216,6410,10626
ECentCherokee,NECobb,3171,530,0,1435,4724,0,4606,5254,0,3701,6159,9860
ECentCherokee,SWCobb,242,42,0,77,103,0,319,145,0,284,180,464
ECentCherokee,Marietta,1600,273,1,461,915,7,2061,1188,8,1874,1383,3257
ECentCherokee,Cumberland,1998,316,0,292,627,3,2290,943,3,2314,922,3236
ECentCherokee,SCobb,292,63,0,83,266,0,375,329,0,355,349,704
ECentCherokee,Chamblee,883,134,4,193,476,1,1076,610,5,1021,670,1691
ECentCherokee,NWDeKalb,209,54,0,67,290,6,276,344,6,263,363,626
ECentCherokee,NEDeKalb,249,47,0,66,124,1,315,171,1,296,191,487
ECentCherokee,Atlanta-DeKalb,21,9,0,4,30,1,25,39,1,30,35,65
ECentCherokee,Decatur,33,2,1,10,12,1,43,14,2,36,23,59
ECentCherokee,SWDeKalb,48,9,0,20,25,0,68,34,0,57,45,102
ECentCherokee,SEDeKalb,19,2,0,11,21,0,30,23,0,21,32,53
ECentCherokee,SDeKalb,29,4,0,12,62,0,41,66,0,33,74,107
ECentCherokee,WDouglas,30,8,0,8,24,0,38,32,0,38,32,70
ECentCherokee,EDouglas,116,20,0,27,45,0,143,65,0,136,72,208
ECentCherokee,WFayette,3,0,0,3,7,0,6,7,0,3,10,13
ECentCherokee,EFayette,7,0,0,4,1,0,11,1,0,7,5,12
ECentCherokee,NGwinnett,418,60,0,150,314,0,568,374,0,478,464,942
ECentCherokee,CentGwinnett,639,113,0,239,446,0,878,559,0,752,685,1437
ECentCherokee,EGwinnett,34,8,0,15,37,0,49,45,0,42,52,94
ECentCherokee,Norcross,858,127,0,160,327,0,1018,454,0,985,487,1472
ECentCherokee,Lilburn,58,4,0,20,76,0,78,80,0,62,96,158
ECentCherokee,Snellville,60,10,0,22,24,0,82,34,0,70,46,116
ECentCherokee,NHenry,5,2,0,5,8,0,10,10,0,7,13,20
ECentCherokee,EHenry,0,0,0,0,17,0,0,17,0,0,17,17
ECentCherokee,SHenry,5,0,0,0,11,0,5,11,0,5,11,16
ECentCherokee,SRockdale,1,0,0,1,6,0,2,6,0,1,7,8
ECentCherokee,NRockdale,4,0,0,1,7,0,5,7,0,4,8,12
ECentCherokee,NBarrow,19,4,0,4,29,0,23,33,0,23,33,56
ECentCherokee,SBarrow,13,4,0,3,1,0,16,5,0,17,4,21
ECentCherokee,NWBartow,231,42,0,62,123,0,293,165,0,273,185,458
ECentCherokee,NEBartow,489,73,0,226,508,0,715,581,0,562,734,1296
ECentCherokee,SWBartow,148,20,0,53,93,0,201,113,0,168,146,314
ECentCherokee,Cartersville,968,162,0,307,659,0,1275,821,0,1130,966,2096
ECentCherokee,NECarroll,6,3,0,4,6,0,10,9,0,9,10,19
ECentCherokee,WCarroll,2,0,0,0,0,0,2,0,0,2,0,2
ECentCherokee,CentralCarroll,2,1,0,1,10,0,3,11,0,3,11,14
ECentCherokee,SECarroll,1,1,0,1,0,0,2,1,0,2,1,3
ECentCherokee,WCoweta,0,0,0,1,0,0,1,0,0,0,1,1
ECentCherokee,NCoweta,1,1,0,4,2,0,5,3,0,2,6,8
ECentCherokee,SCoweta,0,0,0,0,0,0,0,0,0,0,0,0
ECentCherokee,SECoweta,1,0,0,0,0,0,1,0,0,1,0,1
ECentCherokee,NForsyth,1471,246,0,827,1991,0,2298,2237,0,1717,2818,4535
ECentCherokee,Cumming,4275,768,0,3574,9569,0,7849,10337,0,5043,13143,18186
ECentCherokee,SForsyth,2047,363,0,801,1762,1,2848,2125,1,2410,2564,4974
ECentCherokee,NHall,56,14,0,8,38,0,64,52,0,70,46,116
ECentCherokee,Gainesville,192,29,0,42,97,0,234,126,0,221,139,360
ECentCherokee,SHall,119,25,0,55,73,0,174,98,0,144,128,272
ECentCherokee,WNewton,2,0,0,1,2,0,3,2,0,2,3,5
ECentCherokee,ENewton,0,0,0,0,0,0,0,0,0,0,0,0
ECentCherokee,NPaulding,171,23,0,56,67,0,227,90,0,194,123,317
ECentCherokee,WPaulding,21,3,0,10,22,0,31,25,0,24,32,56
ECentCherokee,EPaulding,193,26,0,64,133,0,257,159,0,219,197,416
ECentCherokee,NSpalding,0,0,0,0,0,0,0,0,0,0,0,0
ECentCherokee,SSpalding,0,0,0,0,0,0,0,0,0,0,0,0
ECentCherokee,WWalton,5,3,0,4,18,0,9,21,0,8,22,30
ECentCherokee,EWalton,3,1,0,4,1,0,7,2,0,4,5,9
Woodstock,NFulton,3412,635,2,2127,5797,5,5539,6432,7,4049,7929,11978
Woodstock,Roswell,2540,390,8,1589,4343,2,4129,4733,10,2938,5934,8872
Woodstock,SandySprings,2024,322,12,459,1069,10,2483,1391,22,2358,1538,3896
Woodstock,Buckhead,1175,211,22,174,422,2,1349,633,24,1408,598,2006
Woodstock,NWAtlanta,415,93,2,63,115,0,478,208,2,510,178,688
Woodstock,NEAtlanta,786,149,23,122,309,9,908,458,32,958,440,1398
Woodstock,SWAtlanta,209,31,3,42,96,1,251,127,4,243,139,382
Woodstock,CBDAtlanta,574,150,88,54,282,10,628,432,98,812,346,1158
Woodstock,SEAtlanta,133,45,2,24,118,1,157,163,3,180,143,323
Woodstock,SFulton,72,13,0,18,18,0,90,31,0,85,36,121
Woodstock,Tri-Cities,160,48,0,32,32,0,192,80,0,208,64,272
Woodstock,Shannon,49,9,0,12,19,0,61,28,0,58,31,89
Woodstock,WCherokee,903,146,0,594,1659,0,1497,1805,0,1049,2253,3302
Woodstock,NCherokee,298,47,0,128,305,0,426,352,0,345,433,778
Woodstock,ECentCherokee,7971,1418,1,7972,21993,0,15943,23411,1,9390,29965,39355
Woodstock,Woodstock,33668,5891,0,69732,163806,0,103400,169697,0,39559,233538,273097
Woodstock,Airport,59,13,8,9,17,1,68,30,9,80,27,107
Woodstock,NEClayton,68,20,0,11,49,0,79,69,0,88,60,148
Woodstock,Riverdale,28,16,0,13,66,0,41,82,0,44,79,123
Woodstock,SClayton,21,5,0,5,26,0,26,31,0,26,31,57
Woodstock,NWCobb,12371,2228,43,14192,34914,283,26563,37142,326,14642,49389,64031
Woodstock,NECobb,7644,1342,1,8531,21034,1,16175,22376,2,8987,29566,38553
Woodstock,SWCobb,553,105,0,206,617,0,759,722,0,658,823,1481
Woodstock,Marietta,3228,545,8,1513,3546,40,4741,4091,48,3781,5099,8880
Woodstock,Cumberland,3373,563,10,586,1680,8,3959,2243,18,3946,2274,6220
Woodstock,SCobb,556,90,0,181,533,0,737,623,0,646,714,1360
Woodstock,Chamblee,1115,173,11,174,340,7,1289,513,18,1299,521,1820
Woodstock,NWDeKalb,326,67,1,57,119,4,383,186,5,394,180,574
Woodstock,NEDeKalb,303,52,0,63,103,1,366,155,1,355,167,522
Woodstock,Atlanta-DeKalb,36,13,0,14,8,0,50,21,0,49,22,71
Woodstock,Decatur,37,12,2,12,20,3,49,32,5,51,35,86
Woodstock,SWDeKalb,59,20,0,30,80,0,89,100,0,79,110,189
Woodstock,SEDeKalb,24,6,0,22,17,0,46,23,0,30,39,69
Woodstock,SDeKalb,61,15,0,10,33,0,71,48,0,76,43,119
Woodstock,WDouglas,82,19,0,26,39,0,108,58,0,101,65,166
Woodstock,EDouglas,201,36,0,31,73,0,232,109,0,237,104,341
Woodstock,WFayette,11,0,0,5,1,0,16,1,0,11,6,17
Woodstock,EFayette,9,1,0,12,13,0,21,14,0,10,25,35
Woodstock,NGwinnett,155,30,0,60,57,0,215,87,0,185,117,302
Woodstock,CentGwinnett,391,60,1,105,155,0,496,215,1,452,260,712
Woodstock,EGwinnett,24,7,0,10,58,0,34,65,0,31,68,99
Woodstock,Norcross,851,122,0,151,352,0,1002,474,0,973,503,1476
Woodstock,Lilburn,71,10,0,21,39,0,92,49,0,81,60,141
Woodstock,Snellville,34,9,0,16,16,0,50,25,0,43,32,75
Woodstock,NHenry,17,3,0,11,24,0,28,27,0,20,35,55
Woodstock,EHenry,7,1,0,1,4,0,8,5,0,8,5,13
Woodstock,SHenry,12,0,0,4,12,0,16,12,0,12,16,28
Woodstock,SRockdale,3,1,0,2,6,0,5,7,0,4,8,12
Woodstock,NRockdale,6,1,0,2,4,0,8,5,0,7,6,13
Woodstock,NBarrow,9,0,0,2,1,0,11,1,0,9,3,12
Woodstock,SBarrow,8,0,0,3,0,0,11,0,0,8,3,11
Woodstock,NWBartow,205,34,0,57,104,0,262,138,0,239,161,400
Woodstock,NEBartow,232,39,0,84,209,0,316,248,0,271,293,564
Woodstock,SWBartow,324,67,0,108,374,0,432,441,0,391,482,873
Woodstock,Cartersville,1665,296,0,884,2343,0,2549,2639,0,1961,3227,5188
Woodstock,NECarroll,42,9,0,12,5,0,54,14,0,51,17,68
Woodstock,WCarroll,1,0,0,2,1,0,3,1,0,1,3,4
Woodstock,CentralCarroll,12,2,0,4,8,0,16,10,0,14,12,26
Woodstock,SECarroll,2,1,0,0,0,0,2,1,0,3,0,3
Woodstock,WCoweta,1,0,0,2,0,0,3,0,0,1,2,3
Woodstock,NCoweta,10,1,0,4,4,0,14,5,0,11,8,19
Woodstock,SCoweta,0,0,0,0,1,0,0,1,0,0,1,1
Woodstock,SECoweta,0,0,0,0,0,0,0,0,0,0,0,0
Woodstock,NForsyth,255,42,0,70,161,0,325,203,0,297,231,528
Woodstock,Cumming,733,127,0,204,419,0,937,546,0,860,623,1483
Woodstock,SForsyth,547,92,0,105,261,0,652,353,0,639,366,1005
Woodstock,NHall,18,1,0,6,13,0,24,14,0,19,19,38
Woodstock,Gainesville,42,2,0,11,21,0,53,23,0,44,32,76
Woodstock,SHall,26,5,0,8,27,0,34,32,0,31,35,66
Woodstock,WNewton,2,5,0,4,0,0,6,5,0,7,4,11
Woodstock,ENewton,0,0,0,0,0,0,0,0,0,0,0,0
Woodstock,NPaulding,648,90,0,267,819,0,915,909,0,738,1086,1824
Woodstock,WPaulding,76,10,0,18,67,0,94,77,0,86,85,171
Woodstock,EPaulding,706,113,0,170,386,0,876,499,0,819,556,1375
Woodstock,NSpalding,1,0,0,0,0,0,1,0,0,1,0,1
Woodstock,SSpalding,0,0,0,0,0,0,0,0,0,0,0,0
Woodstock,WWalton,9,3,0,0,5,0,9,8,0,12,5,17
Woodstock,EWalton,3,1,0,2,1,0,5,2,0,4,3,7
Airport,NFulton,65,21,24,8,12,0,73,33,24,110,20,130
Airport,Roswell,66,19,47,14,13,0,80,32,47,132,27,159
Airport,SandySprings,246,63,157,19,32,4,265,95,161,466,55,521
Airport,Buckhead,628,113,401,45,107,17,673,220,418,1142,169,1311
Airport,NWAtlanta,569,99,322,120,120,31,689,219,353,990,271,1261
Airport,NEAtlanta,1217,191,753,311,400,74,1528,591,827,2161,785,2946
Airport,SWAtlanta,1510,248,517,648,1035,96,2158,1283,613,2275,1779,4054
Airport,CBDAtlanta,987,212,649,339,432,182,1326,644,831,1848,953,2801
Airport,SEAtlanta,1677,366,422,1186,1635,123,2863,2001,545,2465,2944,5409
Airport,SFulton,949,143,47,323,636,6,1272,779,53,1139,965,2104
Airport,Tri-Cities,4047,711,390,5334,5943,255,9381,6654,645,5148,11532,16680
Airport,Shannon,3226,524,159,2403,4673,59,5629,5197,218,3909,7135,11044
Airport,WCherokee,3,1,0,0,10,0,3,11,0,4,10,14
Airport,NCherokee,2,0,0,2,0,0,4,0,0,2,2,4
Airport,ECentCherokee,24,10,0,9,4,0,33,14,0,34,13,47
Airport,Woodstock,50,15,8,9,24,1,59,39,9,73,34,107
Airport,Airport,5302,873,93,8616,7902,103,13918,8775,196,6268,16621,22889
Airport,NEClayton,3475,675,101,2899,4436,49,6374,5111,150,4251,7384,11635
Airport,Riverdale,3811,663,150,3467,6935,71,7278,7598,221,4624,10473,15097
Airport,SClayton,1498,274,60,455,813,8,1953,1087,68,1832,1276,3108
Airport,NWCobb,115,26,22,13,32,3,128,58,25,163,48,211
Airport,NECobb,141,29,14,15,20,0,156,49,14,184,35,219
Airport,SWCobb,144,31,11,8,23,0,152,54,11,186,31,217
Airport,Marietta,111,19,11,17,36,3,128,55,14,141,56,197
Airport,Cumberland,461,84,77,41,53,1,502,137,78,622,95,717
Airport,SCobb,517,69,89,50,103,1,567,172,90,675,154,829
Airport,Chamblee,329,85,319,18,33,9,347,118,328,733,60,793
Airport,NWDeKalb,442,89,148,49,131,15,491,220,163,679,195,874
Airport,NEDeKalb,580,86,217,33,43,5,613,129,222,883,81,964
Airport,Atlanta-DeKalb,331,50,178,61,123,18,392,173,196,559,202,761
Airport,Decatur,141,33,102,26,29,6,167,62,108,276,61,337
Airport,SWDeKalb,981,154,276,132,206,11,1113,360,287,1411,349,1760
Airport,SEDeKalb,790,136,179,51,122,5,841,258,184,1105,178,1283
Airport,SDeKalb,1234,221,104,271,478,7,1505,699,111,1559,756,2315
Airport,WDouglas,320,54,12,32,95,0,352,149,12,386,127,513
Airport,EDouglas,389,53,52,56,104,3,445,157,55,494,163,657
Airport,WFayette,504,77,13,112,236,1,616,313,14,594,349,943
Airport,EFayette,950,146,15,410,901,1,1360,1047,16,1111,1312,2423
Airport,NGwinnett,55,16,9,7,20,0,62,36,9,80,27,107
Airport,CentGwinnett,152,31,43,12,13,0,164,44,43,226,25,251
Airport,EGwinnett,41,6,1,10,5,0,51,11,1,48,15,63
Airport,Norcross,152,34,73,9,21,1,161,55,74,259,31,290
Airport,Lilburn,145,22,32,10,11,0,155,33,32,199,21,220
Airport,Snellville,189,18,25,16,66,0,205,84,25,232,82,314
Airport,NHenry,1050,184,34,209,466,1,1259,650,35,1268,676,1944
Airport,EHenry,420,61,10,43,79,3,463,140,13,491,125,616
Airport,SHenry,1079,146,20,87,222,1,1166,368,21,1245,310,1555
Airport,SRockdale,257,44,20,17,56,0,274,100,20,321,73,394
Airport,NRockdale,199,31,29,16,25,0,215,56,29,259,41,300
Airport,NBarrow,7,1,0,1,1,0,8,2,0,8,2,10
Airport,SBarrow,5,1,0,1,2,0,6,3,0,6,3,9
Airport,NWBartow,0,2,0,0,0,0,0,2,0,2,0,2
Airport,NEBartow,1,0,0,0,0,0,1,0,0,1,0,1
Airport,SWBartow,2,1,0,0,2,0,2,3,0,3,2,5
Airport,Cartersville,10,3,0,3,4,0,13,7,0,13,7,20
Airport,NECarroll,34,3,0,5,8,0,39,11,0,37,13,50
Airport,WCarroll,7,0,0,1,5,0,8,5,0,7,6,13
Airport,CentralCarroll,66,14,1,6,23,0,72,37,1,81,29,110
Airport,SECarroll,17,4,0,3,1,0,20,5,0,21,4,25
Airport,WCoweta,183,27,2,16,26,0,199,53,2,212,42,254
Airport,NCoweta,933,133,48,82,223,3,1015,356,51,1114,308,1422
Airport,SCoweta,60,11,1,8,12,0,68,23,1,72,20,92
Airport,SECoweta,119,21,5,12,47,0,131,68,5,145,59,204
Airport,NForsyth,2,0,1,2,3,0,4,3,1,3,5,8
Airport,Cumming,16,7,6,7,12,0,23,19,6,29,19,48
Airport,SForsyth,20,1,5,3,3,0,23,4,5,26,6,32
Airport,NHall,1,0,0,0,0,0,1,0,0,1,0,1
Airport,Gainesville,2,0,0,0,1,0,2,1,0,2,1,3
Airport,SHall,2,2,0,2,2,0,4,4,0,4,4,8
Airport,WNewton,249,43,12,18,35,1,267,78,13,304,54,358
Airport,ENewton,13,4,1,3,26,0,16,30,1,18,29,47
Airport,NPaulding,20,7,0,7,5,0,27,12,0,27,12,39
Airport,WPaulding,12,0,0,3,2,0,15,2,0,12,5,17
Airport,EPaulding,180,29,3,9,27,0,189,56,3,212,36,248
Airport,NSpalding,177,28,2,15,25,0,192,53,2,207,40,247
Airport,SSpalding,84,16,0,15,27,0,99,43,0,100,42,142
Airport,WWalton,41,8,0,4,16,0,45,24,0,49,20,69
Airport,EWalton,8,0,1,2,6,0,10,6,1,9,8,17
NEClayton,NFulton,176,40,7,31,69,0,207,109,7,223,100,323
NEClayton,Roswell,120,28,1,14,51,1,134,79,2,149,66,215
NEClayton,SandySprings,521,148,74,67,129,10,588,277,84,743,206,949
NEClayton,Buckhead,990,304,101,185,443,20,1175,747,121,1395,648,2043
NEClayton,NWAtlanta,672,148,33,214,479,13,886,627,46,853,706,1559
NEClayton,NEAtlanta,2112,470,204,763,1928,136,2875,2398,340,2786,2827,5613
NEClayton,SWAtlanta,1049,207,57,572,1227,61,1621,1434,118,1313,1860,3173
NEClayton,CBDAtlanta,2472,554,617,930,2562,344,3402,3116,961,3643,3836,7479
NEClayton,SEAtlanta,2868,677,48,3678,7916,196,6546,8593,244,3593,11790,15383
NEClayton,SFulton,666,101,4,245,401,2,911,502,6,771,648,1419
NEClayton,Tri-Cities,4063,830,110,3066,5561,124,7129,6391,234,5003,8751,13754
NEClayton,Shannon,1775,325,14,1020,2072,32,2795,2397,46,2114,3124,5238
NEClayton,WCherokee,1,1,0,0,3,0,1,4,0,2,3,5
NEClayton,NCherokee,0,0,0,1,0,0,1,0,0,0,1,1
NEClayton,ECentCherokee,37,7,0,11,7,0,48,14,0,44,18,62
NEClayton,Woodstock,65,13,0,12,65,0,77,78,0,78,77,155
NEClayton,Airport,3339,644,103,2852,4635,54,6191,5279,157,4086,7541,11627
NEClayton,NEClayton,26388,5468,398,48333,95737,1201,74721,101205,1599,32254,145271,177525
NEClayton,Riverdale,5187,1046,62,6816,15458,214,12003,16504,276,6295,22488,28783
NEClayton,SClayton,8168,1637,121,10473,22350,281,18641,23987,402,9926,33104,43030
NEClayton,NWCobb,176,54,1,40,115,1,216,169,2,231,156,387
NEClayton,NECobb,199,66,0,40,79,0,239,145,0,265,119,384
NEClayton,SWCobb,108,23,0,26,28,1,134,51,1,131,55,186
NEClayton,Marietta,165,51,3,37,67,3,202,118,6,219,107,326
NEClayton,Cumberland,664,229,23,84,179,2,748,408,25,916,265,1181
NEClayton,SCobb,353,68,5,74,167,2,427,235,7,426,243,669
NEClayton,Chamblee,705,174,63,111,331,10,816,505,73,942,452,1394
NEClayton,NWDeKalb,979,170,24,356,909,24,1335,1079,48,1173,1289,2462
NEClayton,NEDeKalb,923,170,7,284,480,9,1207,650,16,1100,773,1873
NEClayton,Atlanta-DeKalb,330,55,9,331,608,16,661,663,25,394,955,1349
NEClayton,Decatur,251,46,16,116,306,13,367,352,29,313,435,748
NEClayton,SWDeKalb,1308,254,20,887,2137,29,2195,2391,49,1582,3053,4635
NEClayton,SEDeKalb,797,149,6,273,718,4,1070,867,10,952,995,1947
NEClayton,SDeKalb,2971,596,13,3135,7252,42,6106,7848,55,3580,10429,14009
NEClayton,WDouglas,237,40,0,44,112,1,281,152,1,277,157,434
NEClayton,EDouglas,290,61,1,54,72,0,344,133,1,352,126,478
NEClayton,WFayette,676,132,2,184,357,8,860,489,10,810,549,1359
NEClayton,EFayette,1599,283,10,983,1847,36,2582,2130,46,1892,2866,4758
NEClayton,NGwinnett,84,24,0,28,100,0,112,124,0,108,128,236
NEClayton,CentGwinnett,245,53,1,62,109,2,307,162,3,299,173,472
NEClayton,EGwinnett,77,9,0,16,15,0,93,24,0,86,31,117
NEClayton,Norcross,443,72,3,73,241,2,516,313,5,518,316,834
NEClayton,Lilburn,224,44,0,43,87,1,267,131,1,268,131,399
NEClayton,Snellville,254,54,0,58,111,2,312,165,2,308,171,479
NEClayton,NHenry,5977,1085,33,6521,17520,89,12498,18605,122,7095,24130,31225
NEClayton,EHenry,1522,287,3,547,1419,7,2069,1706,10,1812,1973,3785
NEClayton,SHenry,3727,665,11,1211,2715,38,4938,3380,49,4403,3964,8367
NEClayton,SRockdale,564,92,1,193,439,2,757,531,3,657,634,1291
NEClayton,NRockdale,404,55,2,83,236,1,487,291,3,461,320,781
NEClayton,NBarrow,12,2,0,6,8,0,18,10,0,14,14,28
NEClayton,SBarrow,16,2,0,4,5,0,20,7,0,18,9,27
NEClayton,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NEClayton,NEBartow,3,1,0,1,1,0,4,2,0,4,2,6
NEClayton,SWBartow,5,1,0,1,1,0,6,2,0,6,2,8
NEClayton,Cartersville,11,3,0,5,6,0,16,9,0,14,11,25
NEClayton,NECarroll,29,6,0,5,5,1,34,11,1,35,11,46
NEClayton,WCarroll,1,0,0,3,1,0,4,1,0,1,4,5
NEClayton,CentralCarroll,51,6,0,9,27,0,60,33,0,57,36,93
NEClayton,SECarroll,12,1,0,5,23,0,17,24,0,13,28,41
NEClayton,WCoweta,131,17,0,18,106,0,149,123,0,148,124,272
NEClayton,NCoweta,721,111,2,110,257,1,831,368,3,834,368,1202
NEClayton,SCoweta,72,6,0,12,17,0,84,23,0,78,29,107
NEClayton,SECoweta,186,32,0,48,97,1,234,129,1,218,146,364
NEClayton,NForsyth,6,2,0,4,17,0,10,19,0,8,21,29
NEClayton,Cumming,29,5,0,16,23,0,45,28,0,34,39,73
NEClayton,SForsyth,33,9,0,19,24,0,52,33,0,42,43,85
NEClayton,NHall,1,0,0,0,2,0,1,2,0,1,2,3
NEClayton,Gainesville,2,1,0,2,0,0,4,1,0,3,2,5
NEClayton,SHall,13,2,0,5,18,0,18,20,0,15,23,38
NEClayton,WNewton,655,112,0,116,301,1,771,413,1,767,418,1185
NEClayton,ENewton,54,15,0,19,10,0,73,25,0,69,29,98
NEClayton,NPaulding,22,7,0,6,10,0,28,17,0,29,16,45
NEClayton,WPaulding,6,1,0,3,11,0,9,12,0,7,14,21
NEClayton,EPaulding,127,28,0,30,69,1,157,97,1,155,100,255
NEClayton,NSpalding,547,67,1,85,161,0,632,228,1,615,246,861
NEClayton,SSpalding,262,36,0,45,82,0,307,118,0,298,127,425
NEClayton,WWalton,93,20,0,21,46,0,114,66,0,113,67,180
NEClayton,EWalton,40,10,0,11,35,0,51,45,0,50,46,96
Riverdale,NFulton,102,24,9,21,27,2,123,51,11,135,50,185
Riverdale,Roswell,54,15,1,7,36,0,61,51,1,70,43,113
Riverdale,SandySprings,444,123,89,34,168,7,478,291,96,656,209,865
Riverdale,Buckhead,787,242,143,104,257,14,891,499,157,1172,375,1547
Riverdale,NWAtlanta,524,98,35,86,250,15,610,348,50,657,351,1008
Riverdale,NEAtlanta,1655,393,351,358,974,125,2013,1367,476,2399,1457,3856
Riverdale,SWAtlanta,786,117,35,380,988,40,1166,1105,75,938,1408,2346
Riverdale,CBDAtlanta,2038,486,941,486,1545,361,2524,2031,1302,3465,2392,5857
Riverdale,SEAtlanta,1155,267,25,767,2097,54,1922,2364,79,1447,2918,4365
Riverdale,SFulton,505,90,0,268,671,1,773,761,1,595,940,1535
Riverdale,Tri-Cities,2512,496,44,1615,4089,48,4127,4585,92,3052,5752,8804
Riverdale,Shannon,2303,457,15,3465,9499,56,5768,9956,71,2775,13020,15795
Riverdale,WCherokee,3,0,0,1,6,0,4,6,0,3,7,10
Riverdale,NCherokee,1,0,0,0,0,0,1,0,0,1,0,1
Riverdale,ECentCherokee,8,5,0,5,1,0,13,6,0,13,6,19
Riverdale,Woodstock,27,6,0,12,21,0,39,27,0,33,33,66
Riverdale,Airport,3653,595,139,3476,6964,60,7129,7559,199,4387,10500,14887
Riverdale,NEClayton,5176,1003,61,6815,15526,215,11991,16529,276,6240,22556,28796
Riverdale,Riverdale,11829,2234,115,31911,71267,418,43740,73501,533,14178,103596,117774
Riverdale,SClayton,4311,906,38,6215,16178,135,10526,17084,173,5255,22528,27783
Riverdale,NWCobb,76,26,3,28,43,3,104,69,6,105,74,179
Riverdale,NECobb,101,24,0,19,90,0,120,114,0,125,109,234
Riverdale,SWCobb,51,17,0,11,29,0,62,46,0,68,40,108
Riverdale,Marietta,131,31,3,33,63,6,164,94,9,165,102,267
Riverdale,Cumberland,595,167,12,78,152,5,673,319,17,774,235,1009
Riverdale,SCobb,284,39,1,59,149,1,343,188,2,324,209,533
Riverdale,Chamblee,458,142,74,51,200,8,509,342,82,674,259,933
Riverdale,NWDeKalb,498,100,21,115,321,11,613,421,32,619,447,1066
Riverdale,NEDeKalb,415,77,9,82,184,21,497,261,30,501,287,788
Riverdale,Atlanta-DeKalb,170,15,11,61,171,7,231,186,18,196,239,435
Riverdale,Decatur,116,18,15,25,59,7,141,77,22,149,91,240
Riverdale,SWDeKalb,369,72,13,156,345,1,525,417,14,454,502,956
Riverdale,SEDeKalb,230,35,2,65,199,1,295,234,3,267,265,532
Riverdale,SDeKalb,570,118,3,320,848,2,890,966,5,691,1170,1861
Riverdale,WDouglas,116,16,0,40,80,0,156,96,0,132,120,252
Riverdale,EDouglas,196,41,0,53,147,0,249,188,0,237,200,437
Riverdale,WFayette,870,167,4,452,1252,0,1322,1419,4,1041,1704,2745
Riverdale,EFayette,2653,533,3,3631,9493,10,6284,10026,13,3189,13134,16323
Riverdale,NGwinnett,22,6,0,10,4,0,32,10,0,28,14,42
Riverdale,CentGwinnett,78,24,0,24,47,0,102,71,0,102,71,173
Riverdale,EGwinnett,16,5,1,4,13,0,20,18,1,22,17,39
Riverdale,Norcross,177,37,2,38,50,0,215,87,2,216,88,304
Riverdale,Lilburn,55,16,1,16,29,0,71,45,1,72,45,117
Riverdale,Snellville,52,6,0,19,67,0,71,73,0,58,86,144
Riverdale,NHenry,1000,216,2,833,2427,1,1833,2643,3,1218,3261,4479
Riverdale,EHenry,308,82,0,104,374,0,412,456,0,390,478,868
Riverdale,SHenry,1116,207,1,443,1296,2,1559,1503,3,1324,1741,3065
Riverdale,SRockdale,104,14,0,30,104,0,134,118,0,118,134,252
