ZONE,PER,QUANTITY
623,PER21,68
623,PER22,50
623,PER23,39
623,PER24,30
623,PER25,22
623,PER26,24
623,PER27,24
623,PER28,26
623,PER29,19
623,PER30,19
623,PER31,20
623,PER32,16
623,PER33,12
623,PER34,16
623,PER35,15
623,PER36,11
623,PER37,10
623,PER38,8
623,PER39,4
623,PER40,4
623,PER41,4
623,PER42,1
623,PER43,NULL
623,PER44,3
623,PER45,2
623,PER46,2
623,PER47,2
623,PER48,2
624,PER01,NULL
624,PER02,NULL
624,PER03,NULL
624,PER04,1
624,PER05,1
624,PER06,4
624,PER07,9
624,PER08,9
624,PER09,25
624,PER10,37
624,PER11,48
624,PER12,52
624,PER13,57
624,PER14,56
624,PER15,56
624,PER16,54
624,PER17,50
624,PER18,51
624,PER19,60
624,PER20,56
624,PER21,57
624,PER22,56
624,PER23,62
624,PER24,58
624,PER25,59
624,PER26,58
624,PER27,49
624,PER28,60
624,PER29,52
624,PER30,49
624,PER31,42
624,PER32,49
624,PER33,47
624,PER34,47
624,PER35,54
624,PER36,44
624,PER37,30
624,PER38,22
624,PER39,19
624,PER40,10
624,PER41,2
624,PER42,2
624,PER43,1
624,PER44,NULL
624,PER45,NULL
624,PER46,NULL
624,PER47,NULL
624,PER48,NULL
625,PER01,NULL
625,PER02,NULL
625,PER03,1
625,PER04,4
625,PER05,5
625,PER06,9
625,PER07,11
625,PER08,27
625,PER09,43
625,PER10,57
625,PER11,69
625,PER12,75
625,PER13,75
625,PER14,83
625,PER15,81
625,PER16,93
625,PER17,116
625,PER18,155
625,PER19,207
625,PER20,232
625,PER21,199
625,PER22,168
625,PER23,134
625,PER24,110
625,PER25,101
625,PER26,89
625,PER27,77
625,PER28,69
625,PER29,74
625,PER30,72
625,PER31,66
625,PER32,54
625,PER33,45
625,PER34,39
625,PER35,39
625,PER36,32
625,PER37,23
625,PER38,17
625,PER39,14
625,PER40,12
625,PER41,12
625,PER42,8
625,PER43,3
625,PER44,2
625,PER45,1
625,PER46,1
625,PER47,NULL
625,PER48,NULL
626,PER01,1
626,PER02,2
626,PER03,2
626,PER04,2
626,PER05,4
626,PER06,3
626,PER07,9
626,PER08,28
626,PER09,64
626,PER10,100
626,PER11,107
626,PER12,118
626,PER13,121
626,PER14,125
626,PER15,125
626,PER16,134
626,PER17,150
626,PER18,168
626,PER19,202
626,PER20,200
626,PER21,181
626,PER22,152
626,PER23,140
626,PER24,145
626,PER25,129
626,PER26,108
626,PER27,96
626,PER28,82
626,PER29,77
626,PER30,77
626,PER31,75
626,PER32,69
626,PER33,53
626,PER34,39
626,PER35,28
626,PER36,23
626,PER37,14
626,PER38,12
626,PER39,15
626,PER40,12
626,PER41,9
626,PER42,6
626,PER43,3
626,PER44,3
626,PER45,4
626,PER46,1
626,PER47,1
626,PER48,NULL
627,PER01,NULL
627,PER02,NULL
627,PER03,NULL
627,PER04,NULL
627,PER05,NULL
627,PER06,NULL
627,PER07,1
627,PER08,4
627,PER09,7
627,PER10,11
627,PER11,10
627,PER12,12
627,PER13,11
627,PER14,10
627,PER15,11
627,PER16,10
627,PER17,10
627,PER18,9
627,PER19,10
627,PER20,14
627,PER21,12
627,PER22,10
627,PER23,12
627,PER24,14
627,PER25,14
627,PER26,14
627,PER27,9
627,PER28,7
627,PER29,5
627,PER30,10
627,PER31,10
627,PER32,8
627,PER33,8
627,PER34,5
627,PER35,5
627,PER36,5
627,PER37,5
627,PER38,4
627,PER39,4
627,PER40,3
627,PER41,3
627,PER42,NULL
627,PER43,NULL
627,PER44,NULL
627,PER45,NULL
627,PER46,NULL
627,PER47,NULL
627,PER48,NULL
628,PER01,NULL
628,PER02,NULL
628,PER03,NULL
628,PER04,1
628,PER05,3
628,PER06,4
628,PER07,6
628,PER08,12
628,PER09,26
628,PER10,37
628,PER11,39
628,PER12,41
628,PER13,49
628,PER14,54
628,PER15,60
628,PER16,66
628,PER17,75
628,PER18,85
628,PER19,112
628,PER20,112
628,PER21,100
628,PER22,83
628,PER23,76
628,PER24,72
628,PER25,62
628,PER26,57
628,PER27,55
628,PER28,49
628,PER29,42
628,PER30,51
628,PER31,47
628,PER32,49
628,PER33,43
628,PER34,33
628,PER35,31
628,PER36,27
628,PER37,32
628,PER38,25
628,PER39,16
628,PER40,9
628,PER41,5
628,PER42,4
628,PER43,2
628,PER44,3
628,PER45,1
628,PER46,1
628,PER47,1
628,PER48,NULL
629,PER01,NULL
629,PER02,NULL
629,PER03,NULL
629,PER04,NULL
629,PER05,1
629,PER06,1
629,PER07,1
629,PER08,2
629,PER09,6
629,PER10,7
629,PER11,8
629,PER12,10
629,PER13,12
629,PER14,12
629,PER15,17
629,PER16,23
629,PER17,29
629,PER18,57
629,PER19,69
629,PER20,64
629,PER21,55
629,PER22,45
629,PER23,34
629,PER24,22
629,PER25,16
629,PER26,13
629,PER27,8
629,PER28,5
629,PER29,5
629,PER30,4
629,PER31,2
629,PER32,2
629,PER33,3
629,PER34,4
629,PER35,5
629,PER36,4
629,PER37,3
629,PER38,2
629,PER39,1
629,PER40,NULL
629,PER41,1
629,PER42,NULL
629,PER43,NULL
629,PER44,1
629,PER45,1
629,PER46,1
629,PER47,1
629,PER48,1
630,PER01,1
630,PER02,2
630,PER03,2
630,PER04,7
630,PER05,10
630,PER06,17
630,PER07,33
630,PER08,57
630,PER09,90
630,PER10,122
630,PER11,135
630,PER12,133
630,PER13,164
630,PER14,177
630,PER15,178
630,PER16,190
630,PER17,213
630,PER18,270
630,PER19,301
630,PER20,318
630,PER21,308
630,PER22,266
630,PER23,229
630,PER24,203
630,PER25,189
630,PER26,191
630,PER27,183
630,PER28,171
630,PER29,165
630,PER30,163
630,PER31,161
630,PER32,148
630,PER33,130
630,PER34,114
630,PER35,102
630,PER36,82
630,PER37,60
630,PER38,38
630,PER39,27
630,PER40,15
630,PER41,14
630,PER42,11
630,PER43,10
630,PER44,8
630,PER45,4
630,PER46,2
630,PER47,3
630,PER48,2
631,PER01,NULL
631,PER02,NULL
631,PER03,1
631,PER04,4
631,PER05,3
631,PER06,5
631,PER07,7
631,PER08,19
631,PER09,32
631,PER10,45
631,PER11,59
631,PER12,55
631,PER13,55
631,PER14,63
631,PER15,67
631,PER16,68
631,PER17,83
631,PER18,102
631,PER19,106
631,PER20,119
631,PER21,116
631,PER22,97
631,PER23,86
631,PER24,68
631,PER25,60
631,PER26,54
631,PER27,45
631,PER28,40
631,PER29,41
631,PER30,31
631,PER31,37
631,PER32,32
631,PER33,35
631,PER34,29
631,PER35,33
631,PER36,27
631,PER37,17
631,PER38,18
631,PER39,17
631,PER40,11
631,PER41,5
631,PER42,1
631,PER43,2
631,PER44,2
631,PER45,2
631,PER46,1
631,PER47,NULL
631,PER48,NULL
632,PER01,4
632,PER02,8
632,PER03,9
632,PER04,8
632,PER05,15
632,PER06,29
632,PER07,52
632,PER08,95
632,PER09,136
632,PER10,163
632,PER11,212
632,PER12,244
632,PER13,261
632,PER14,274
632,PER15,297
632,PER16,305
632,PER17,317
632,PER18,368
632,PER19,433
632,PER20,441
632,PER21,430
632,PER22,403
632,PER23,380
632,PER24,347
632,PER25,322
632,PER26,325
632,PER27,291
632,PER28,264
632,PER29,223
632,PER30,197
632,PER31,153
632,PER32,117
632,PER33,100
632,PER34,83
632,PER35,71
632,PER36,56
632,PER37,50
632,PER38,43
632,PER39,36
632,PER40,26
632,PER41,14
632,PER42,15
632,PER43,8
632,PER44,5
632,PER45,2
632,PER46,2
632,PER47,1
633,PER01,1
633,PER02,1
633,PER03,3
633,PER04,8
633,PER05,24
633,PER06,32
633,PER07,42
633,PER08,57
633,PER09,85
633,PER10,130
633,PER11,162
633,PER12,182
633,PER13,205
633,PER14,203
633,PER15,226
633,PER16,245
633,PER17,267
633,PER18,308
633,PER19,382
633,PER20,398
633,PER21,347
633,PER22,273
633,PER23,265
633,PER24,241
633,PER25,215
633,PER26,219
633,PER27,205
633,PER28,179
633,PER29,170
633,PER30,169
633,PER31,150
633,PER32,136
633,PER33,127
633,PER34,101
633,PER35,89
633,PER36,81
633,PER37,60
633,PER38,46
633,PER39,42
633,PER40,33
633,PER41,22
633,PER42,13
633,PER43,10
633,PER44,9
633,PER45,6
633,PER46,6
633,PER47,5
633,PER48,1
634,PER01,NULL
634,PER02,NULL
634,PER03,5
634,PER04,10
634,PER05,23
634,PER06,48
634,PER07,88
634,PER08,144
634,PER09,258
634,PER10,324
634,PER11,381
634,PER12,448
634,PER13,477
634,PER14,499
634,PER15,524
634,PER16,529
634,PER17,563
634,PER18,636
634,PER19,679
634,PER20,668
634,PER21,663
634,PER22,619
634,PER23,601
634,PER24,575
634,PER25,554
634,PER26,538
634,PER27,515
634,PER28,460
634,PER29,472
634,PER30,444
634,PER31,402
634,PER32,378
634,PER33,374
634,PER34,341
634,PER35,276
634,PER36,207
634,PER37,147
634,PER38,113
634,PER39,76
634,PER40,54
634,PER41,44
634,PER42,37
634,PER43,35
634,PER44,20
634,PER45,16
634,PER46,13
634,PER47,13
634,PER48,10
635,PER01,NULL
635,PER02,NULL
635,PER03,NULL
635,PER04,1
635,PER05,1
635,PER06,NULL
635,PER07,2
635,PER08,NULL
635,PER09,1
635,PER10,5
635,PER11,10
635,PER12,10
635,PER13,9
635,PER14,10
635,PER15,12
635,PER16,14
635,PER17,21
635,PER18,24
635,PER19,36
635,PER20,50
635,PER21,43
635,PER22,39
635,PER23,33
635,PER24,29
635,PER25,26
635,PER26,22
635,PER27,16
635,PER28,12
635,PER29,7
635,PER30,8
635,PER31,6
635,PER32,6
635,PER33,6
635,PER34,3
635,PER35,4
635,PER36,3
635,PER37,2
635,PER38,1
635,PER39,1
635,PER40,1
635,PER41,1
635,PER42,1
635,PER43,NULL
635,PER44,NULL
635,PER45,NULL
635,PER46,1
635,PER47,NULL
635,PER48,NULL
636,PER01,4
636,PER02,7
636,PER03,8
636,PER04,9
636,PER05,17
636,PER06,27
636,PER07,46
636,PER08,78
636,PER09,112
636,PER10,157
636,PER11,184
636,PER12,197
636,PER13,211
636,PER14,223
636,PER15,222
636,PER16,242
636,PER17,245
636,PER18,303
636,PER19,364
636,PER20,381
636,PER21,355
636,PER22,332
636,PER23,325
636,PER24,300
636,PER25,294
636,PER26,296
636,PER27,284
636,PER28,254
636,PER29,245
636,PER30,235
636,PER31,233
636,PER32,197
636,PER33,175
636,PER34,153
636,PER35,122
636,PER36,110
636,PER37,85
636,PER38,79
636,PER39,59
636,PER40,40
636,PER41,34
636,PER42,29
636,PER43,25
636,PER44,18
636,PER45,10
636,PER46,11
636,PER47,11
636,PER48,6
637,PER01,2
637,PER02,5
637,PER03,12
637,PER04,18
637,PER05,23
637,PER06,46
637,PER07,80
637,PER08,148
637,PER09,216
637,PER10,313
637,PER11,388
637,PER12,426
637,PER13,448
637,PER14,452
637,PER15,491
637,PER16,508
637,PER17,547
637,PER18,604
637,PER19,654
637,PER20,669
637,PER21,634
637,PER22,601
637,PER23,560
637,PER24,528
637,PER25,500
637,PER26,517
637,PER27,494
637,PER28,461
637,PER29,446
637,PER30,433
637,PER31,402
637,PER32,382
637,PER33,348
637,PER34,323
637,PER35,254
637,PER36,206
637,PER37,159
637,PER38,118
637,PER39,75
637,PER40,50
637,PER41,44
637,PER42,31
637,PER43,27
637,PER44,23
637,PER45,15
637,PER46,12
637,PER47,11
637,PER48,7
638,PER01,NULL
638,PER02,NULL
638,PER03,NULL
638,PER04,1
638,PER05,4
638,PER06,7
638,PER07,14
638,PER08,22
638,PER09,37
638,PER10,53
638,PER11,67
638,PER12,80
638,PER13,82
638,PER14,89
638,PER15,86
638,PER16,96
638,PER17,121
638,PER18,168
638,PER19,184
638,PER20,205
638,PER21,174
638,PER22,143
638,PER23,137
638,PER24,123
638,PER25,119
638,PER26,109
638,PER27,102
638,PER28,89
638,PER29,84
638,PER30,89
638,PER31,78
638,PER32,57
638,PER33,50
638,PER34,59
638,PER35,49
638,PER36,44
638,PER37,29
638,PER38,26
638,PER39,19
638,PER40,16
638,PER41,12
638,PER42,9
638,PER43,5
638,PER44,5
638,PER45,6
638,PER46,3
638,PER47,3
638,PER48,2
639,PER01,1
639,PER02,2
639,PER03,8
639,PER04,15
639,PER05,37
639,PER06,51
639,PER07,92
639,PER08,151
639,PER09,200
639,PER10,257
639,PER11,342
639,PER12,362
639,PER13,381
639,PER14,391
639,PER15,404
639,PER16,444
639,PER17,459
639,PER18,511
639,PER19,538
639,PER20,535
639,PER21,510
639,PER22,494
639,PER23,470
639,PER24,451
639,PER25,453
639,PER26,429
639,PER27,399
639,PER28,377
639,PER29,355
639,PER30,317
639,PER31,302
639,PER32,292
639,PER33,246
639,PER34,214
639,PER35,182
639,PER36,138
639,PER37,104
639,PER38,91
639,PER39,76
639,PER40,58
639,PER41,30
639,PER42,27
639,PER43,15
639,PER44,14
639,PER45,19
639,PER46,7
639,PER47,3
639,PER48,1
640,PER01,4
640,PER02,5
640,PER03,3
640,PER04,4
640,PER05,6
640,PER06,11
640,PER07,15
640,PER08,28
640,PER09,41
640,PER10,55
640,PER11,68
640,PER12,70
640,PER13,67
640,PER14,69
640,PER15,76
640,PER16,79
640,PER17,90
640,PER18,125
640,PER19,159
640,PER20,164
640,PER21,140
640,PER22,109
640,PER23,93
640,PER24,92
640,PER25,84
640,PER26,84
640,PER27,77
640,PER28,70
640,PER29,64
640,PER30,47
640,PER31,50
640,PER32,47
640,PER33,40
640,PER34,36
640,PER35,40
640,PER36,27
640,PER37,22
640,PER38,19
640,PER39,9
640,PER40,4
640,PER41,5
640,PER42,4
640,PER43,3
640,PER44,4
640,PER45,3
640,PER46,2
640,PER47,1
640,PER48,NULL
641,PER01,2
641,PER02,1
641,PER03,2
641,PER04,3
641,PER05,4
641,PER06,6
641,PER07,20
641,PER08,35
641,PER09,75
641,PER10,116
641,PER11,131
641,PER12,142
641,PER13,151
641,PER14,156
641,PER15,159
641,PER16,159
641,PER17,168
641,PER18,193
641,PER19,221
641,PER20,234
641,PER21,216
641,PER22,203
641,PER23,181
641,PER24,170
641,PER25,148
641,PER26,131
641,PER27,116
641,PER28,91
641,PER29,80
641,PER30,80
641,PER31,73
641,PER32,55
641,PER33,49
641,PER34,40
641,PER35,31
641,PER36,28
641,PER37,27
641,PER38,23
641,PER39,15
641,PER40,12
641,PER41,9
641,PER42,4
641,PER43,3
641,PER44,3
641,PER45,4
641,PER46,3
641,PER47,3
641,PER48,1
642,PER01,1
642,PER02,7
642,PER03,11
642,PER04,14
642,PER05,30
642,PER06,50
642,PER07,85
642,PER08,151
642,PER09,237
642,PER10,337
642,PER11,398
642,PER12,447
642,PER13,472
642,PER14,505
642,PER15,509
642,PER16,542
642,PER17,549
642,PER18,582
642,PER19,624
642,PER20,640
642,PER21,611
642,PER22,583
642,PER23,558
642,PER24,523
642,PER25,510
642,PER26,513
642,PER27,477
642,PER28,439
642,PER29,418
642,PER30,392
642,PER31,353
642,PER32,324
642,PER33,256
642,PER34,221
642,PER35,187
642,PER36,148
642,PER37,109
642,PER38,80
642,PER39,58
642,PER40,45
642,PER41,38
642,PER42,27
642,PER43,18
642,PER44,10
642,PER45,3
642,PER46,7
642,PER47,5
642,PER48,1
643,PER01,NULL
643,PER02,2
643,PER03,3
643,PER04,7
643,PER05,11
643,PER06,18
643,PER07,30
643,PER08,50
643,PER09,92
643,PER10,155
643,PER11,168
643,PER12,170
643,PER13,169
643,PER14,174
643,PER15,184
643,PER16,191
643,PER17,209
643,PER18,216
643,PER19,222
643,PER20,220
643,PER21,215
643,PER22,200
643,PER23,190
643,PER24,208
643,PER25,172
643,PER26,149
643,PER27,140
643,PER28,129
643,PER29,127
643,PER30,125
643,PER31,116
643,PER32,133
643,PER33,113
643,PER34,105
643,PER35,88
643,PER36,64
643,PER37,59
643,PER38,48
643,PER39,41
643,PER40,28
643,PER41,29
643,PER42,23
643,PER43,13
643,PER44,13
643,PER45,9
643,PER46,2
643,PER47,1
643,PER48,NULL
644,PER01,NULL
644,PER02,NULL
644,PER03,1
644,PER04,1
644,PER05,5
644,PER06,9
644,PER07,20
644,PER08,43
644,PER09,87
644,PER10,134
644,PER11,162
644,PER12,169
644,PER13,176
644,PER14,189
644,PER15,205
644,PER16,213
644,PER17,233
644,PER18,253
644,PER19,278
644,PER20,283
644,PER21,268
644,PER22,240
644,PER23,212
644,PER24,205
644,PER25,198
644,PER26,183
644,PER27,165
644,PER28,153
644,PER29,140
644,PER30,127
644,PER31,106
644,PER32,95
644,PER33,85
644,PER34,76
644,PER35,76
644,PER36,49
644,PER37,30
644,PER38,18
644,PER39,15
644,PER40,11
644,PER41,6
644,PER42,4
644,PER43,3
644,PER44,3
644,PER45,4
644,PER46,2
644,PER47,NULL
644,PER48,NULL
645,PER01,2
645,PER02,4
645,PER03,6
645,PER04,8
645,PER05,15
645,PER06,24
645,PER07,40
645,PER08,67
645,PER09,92
645,PER10,126
645,PER11,143
645,PER12,142
645,PER13,155
645,PER14,167
645,PER15,165
645,PER16,171
645,PER17,173
645,PER18,181
645,PER19,175
645,PER20,178
645,PER21,182
645,PER22,181
645,PER23,184
645,PER24,179
645,PER25,173
645,PER26,172
645,PER27,168
645,PER28,154
645,PER29,133
645,PER30,112
645,PER31,95
645,PER32,76
645,PER33,54
645,PER34,46
645,PER35,41
645,PER36,39
645,PER37,39
645,PER38,24
645,PER39,21
645,PER40,17
645,PER41,15
645,PER42,11
645,PER43,4
645,PER44,3
645,PER45,2
645,PER46,1
645,PER47,NULL
645,PER48,NULL
646,PER01,4
646,PER02,6
646,PER03,6
646,PER04,9
646,PER05,15
646,PER06,21
646,PER07,19
646,PER08,31
646,PER09,41
646,PER10,60
646,PER11,97
646,PER12,99
646,PER13,102
646,PER14,108
646,PER15,109
646,PER16,120
646,PER17,125
646,PER18,144
646,PER19,177
646,PER20,193
646,PER21,168
646,PER22,150
646,PER23,159
646,PER24,138
646,PER25,126
646,PER26,122
646,PER27,114
646,PER28,109
646,PER29,105
646,PER30,102
646,PER31,86
646,PER32,90
646,PER33,78
646,PER34,70
646,PER35,63
646,PER36,47
646,PER37,44
646,PER38,37
646,PER39,19
646,PER40,15
646,PER41,11
646,PER42,12
646,PER43,9
646,PER44,7
646,PER45,4
646,PER46,2
646,PER47,1
646,PER48,NULL
647,PER01,1
647,PER02,3
647,PER03,4
647,PER04,11
647,PER05,20
647,PER06,25
647,PER07,55
647,PER08,92
647,PER09,149
647,PER10,211
647,PER11,259
647,PER12,281
647,PER13,297
647,PER14,315
647,PER15,341
647,PER16,361
647,PER17,407
647,PER18,428
647,PER19,459
647,PER20,469
647,PER21,449
647,PER22,420
647,PER23,426
647,PER24,421
647,PER25,400
647,PER26,389
647,PER27,382
647,PER28,354
647,PER29,318
647,PER30,313
647,PER31,276
647,PER32,270
647,PER33,220
647,PER34,156
647,PER35,135
647,PER36,135
647,PER37,99
647,PER38,82
647,PER39,51
647,PER40,37
647,PER41,30
647,PER42,15
647,PER43,8
647,PER44,8
647,PER45,8
647,PER46,6
647,PER47,NULL
647,PER48,NULL
648,PER01,NULL
648,PER02,NULL
648,PER03,2
648,PER04,6
648,PER05,8
648,PER06,8
648,PER07,12
648,PER08,25
648,PER09,71
648,PER10,107
648,PER11,140
648,PER12,145
648,PER13,145
648,PER14,153
648,PER15,165
648,PER16,155
648,PER17,158
648,PER18,164
648,PER19,174
648,PER20,164
648,PER21,162
648,PER22,162
648,PER23,163
648,PER24,161
648,PER25,152
648,PER26,137
648,PER27,133
648,PER28,122
648,PER29,114
648,PER30,102
648,PER31,111
648,PER32,88
648,PER33,70
648,PER34,68
648,PER35,67
648,PER36,51
648,PER37,45
648,PER38,43
648,PER39,31
648,PER40,26
648,PER41,22
648,PER42,14
648,PER43,9
648,PER44,6
648,PER45,4
648,PER46,4
648,PER47,5
648,PER48,2
649,PER01,NULL
649,PER02,1
649,PER03,4
649,PER04,5
649,PER05,14
649,PER06,33
649,PER07,59
649,PER08,105
649,PER09,169
649,PER10,276
649,PER11,315
649,PER12,333
649,PER13,356
649,PER14,354
649,PER15,361
649,PER16,364
649,PER17,388
649,PER18,435
649,PER19,471
649,PER20,475
649,PER21,438
649,PER22,406
649,PER23,410
649,PER24,386
649,PER25,357
649,PER26,342
649,PER27,328
649,PER28,321
649,PER29,294
649,PER30,255
649,PER31,239
649,PER32,229
649,PER33,219
649,PER34,189
649,PER35,168
649,PER36,125
649,PER37,96
649,PER38,89
649,PER39,63
649,PER40,46
649,PER41,33
649,PER42,23
649,PER43,14
649,PER44,5
649,PER45,5
649,PER46,5
649,PER47,5
649,PER48,2
650,PER01,NULL
650,PER02,2
650,PER03,5
650,PER04,9
650,PER05,11
650,PER06,15
650,PER07,27
650,PER08,37
650,PER09,61
650,PER10,73
650,PER11,82
650,PER12,93
650,PER13,94
650,PER14,100
650,PER15,102
650,PER16,113
650,PER17,121
650,PER18,138
650,PER19,161
650,PER20,159
650,PER21,150
650,PER22,143
650,PER23,135
650,PER24,120
650,PER25,110
650,PER26,98
650,PER27,92
650,PER28,90
650,PER29,77
650,PER30,61
650,PER31,50
650,PER32,47
650,PER33,49
650,PER34,38
650,PER35,34
650,PER36,29
650,PER37,23
650,PER38,15
650,PER39,12
650,PER40,10
650,PER41,9
650,PER42,8
650,PER43,7
650,PER44,4
650,PER45,2
650,PER46,2
650,PER47,1
650,PER48,NULL
651,PER01,NULL
651,PER02,5
651,PER03,5
651,PER04,10
651,PER05,11
651,PER06,16
651,PER07,35
651,PER08,73
651,PER09,108
651,PER10,162
651,PER11,199
651,PER12,215
651,PER13,217
651,PER14,229
651,PER15,225
651,PER16,229
651,PER17,241
651,PER18,257
651,PER19,261
651,PER20,254
651,PER21,263
651,PER22,257
651,PER23,256
651,PER24,249
651,PER25,233
651,PER26,212
651,PER27,204
651,PER28,174
651,PER29,165
651,PER30,158
651,PER31,155
651,PER32,152
651,PER33,134
651,PER34,109
651,PER35,87
651,PER36,83
651,PER37,66
651,PER38,52
651,PER39,36
651,PER40,31
651,PER41,21
651,PER42,17
651,PER43,10
651,PER44,10
651,PER45,3
651,PER46,NULL
651,PER47,3
651,PER48,3
652,PER01,6
652,PER02,8
652,PER03,17
652,PER04,39
652,PER05,65
652,PER06,94
652,PER07,158
652,PER08,258
652,PER09,380
652,PER10,478
652,PER11,563
652,PER12,610
652,PER13,666
652,PER14,680
652,PER15,715
652,PER16,740
652,PER17,794
652,PER18,843
652,PER19,868
652,PER20,876
652,PER21,824
652,PER22,809
652,PER23,801
652,PER24,769
652,PER25,743
652,PER26,696
652,PER27,678
652,PER28,651
652,PER29,620
652,PER30,586
652,PER31,508
652,PER32,481
652,PER33,432
652,PER34,380
652,PER35,333
652,PER36,259
652,PER37,197
652,PER38,150
652,PER39,110
652,PER40,78
652,PER41,59
652,PER42,43
652,PER43,36
652,PER44,25
652,PER45,22
652,PER46,19
652,PER47,16
652,PER48,10
653,PER01,1
653,PER02,1
653,PER03,2
653,PER04,5
653,PER05,9
653,PER06,13
653,PER07,18
653,PER08,48
653,PER09,113
653,PER10,169
653,PER11,191
653,PER12,203
653,PER13,223
653,PER14,227
653,PER15,239
653,PER16,247
653,PER17,249
653,PER18,279
653,PER19,309
653,PER20,298
653,PER21,279
653,PER22,269
653,PER23,249
653,PER24,251
653,PER25,234
653,PER26,221
653,PER27,209
653,PER28,186
653,PER29,161
653,PER30,143
653,PER31,129
653,PER32,114
653,PER33,109
653,PER34,94
653,PER35,79
653,PER36,63
653,PER37,40
653,PER38,31
653,PER39,19
653,PER40,14
653,PER41,13
653,PER42,10
653,PER43,7
653,PER44,6
653,PER45,5
653,PER46,3
653,PER47,2
653,PER48,1
654,PER01,NULL
654,PER02,NULL
654,PER03,5
654,PER04,7
654,PER05,11
654,PER06,24
654,PER07,43
654,PER08,63
654,PER09,101
654,PER10,144
654,PER11,187
654,PER12,196
654,PER13,207
654,PER14,215
654,PER15,232
654,PER16,241
654,PER17,254
654,PER18,298
654,PER19,340
654,PER20,342
654,PER21,305
654,PER22,287
654,PER23,269
654,PER24,253
654,PER25,243
654,PER26,231
654,PER27,210
654,PER28,189
654,PER29,185
654,PER30,160
654,PER31,138
654,PER32,117
654,PER33,92
654,PER34,76
654,PER35,67
654,PER36,56
654,PER37,45
654,PER38,37
654,PER39,27
654,PER40,24
654,PER41,17
654,PER42,11
654,PER43,7
654,PER44,5
654,PER45,4
654,PER46,3
654,PER47,3
654,PER48,1
655,PER01,NULL
655,PER02,NULL
655,PER03,1
655,PER04,1
655,PER05,3
655,PER06,4
655,PER07,7
655,PER08,13
655,PER09,22
655,PER10,42
655,PER11,42
655,PER12,44
655,PER13,47
655,PER14,49
655,PER15,58
655,PER16,57
655,PER17,64
655,PER18,79
655,PER19,90
655,PER20,90
655,PER21,88
655,PER22,69
655,PER23,60
655,PER24,56
655,PER25,49
655,PER26,49
655,PER27,48
655,PER28,52
655,PER29,40
655,PER30,45
655,PER31,43
655,PER32,44
655,PER33,39
655,PER34,31
655,PER35,25
655,PER36,34
655,PER37,27
655,PER38,20
655,PER39,15
655,PER40,8
655,PER41,5
655,PER42,2
655,PER43,1
655,PER44,1
655,PER45,2
655,PER46,1
655,PER47,1
655,PER48,1
656,PER01,NULL
656,PER02,2
656,PER03,4
656,PER04,5
656,PER05,6
656,PER06,8
656,PER07,16
656,PER08,25
656,PER09,47
656,PER10,54
656,PER11,47
656,PER12,55
656,PER13,64
656,PER14,62
656,PER15,66
656,PER16,85
656,PER17,106
656,PER18,133
656,PER19,176
656,PER20,179
656,PER21,158
656,PER22,103
656,PER23,87
656,PER24,68
656,PER25,67
656,PER26,77
656,PER27,70
656,PER28,62
656,PER29,62
656,PER30,60
656,PER31,53
656,PER32,58
656,PER33,51
656,PER34,57
656,PER35,53
656,PER36,51
656,PER37,46
656,PER38,24
656,PER39,19
656,PER40,12
656,PER41,13
656,PER42,11
656,PER43,5
656,PER44,2
656,PER45,NULL
656,PER46,1
656,PER47,1
656,PER48,1
657,PER03,2
657,PER04,3
657,PER05,4
657,PER06,9
657,PER07,16
657,PER08,24
657,PER09,32
657,PER10,47
657,PER11,59
657,PER12,65
657,PER13,65
657,PER14,64
657,PER15,67
657,PER16,72
657,PER17,90
657,PER18,129
657,PER19,154
657,PER20,166
657,PER21,147
657,PER22,112
657,PER23,94
657,PER24,86
657,PER25,78
657,PER26,70
657,PER27,70
657,PER28,63
657,PER29,51
657,PER30,43
657,PER31,32
657,PER32,23
657,PER33,19
657,PER34,12
657,PER35,14
657,PER36,9
657,PER37,8
657,PER38,4
657,PER39,5
657,PER40,3
657,PER41,2
657,PER42,1
657,PER43,1
657,PER44,2
657,PER46,2
657,PER47,2
657,PER48,2
658,PER01,29
658,PER02,63
658,PER03,91
658,PER04,183
658,PER05,350
658,PER06,656
658,PER07,1149
658,PER08,1907
658,PER09,2955
658,PER10,3795
658,PER11,4524
658,PER12,5018
658,PER13,5342
658,PER14,5555
658,PER15,5753
658,PER16,5880
658,PER17,6057
658,PER18,6313
658,PER19,6254
658,PER20,6320
658,PER21,6257
658,PER22,6285
658,PER23,6207
658,PER24,6058
658,PER25,5910
658,PER26,5692
658,PER27,5451
658,PER28,5107
658,PER29,4584
658,PER30,3907
658,PER31,3160
658,PER32,2537
658,PER33,1942
658,PER34,1566
658,PER35,1236
658,PER36,1009
658,PER37,775
658,PER38,616
658,PER39,438
658,PER40,327
658,PER41,244
658,PER42,185
658,PER43,137
658,PER44,102
658,PER45,78
658,PER46,52
658,PER47,33
658,PER48,13
659,PER01,NULL
659,PER02,1
659,PER03,2
659,PER04,5
659,PER05,4
659,PER06,7
659,PER07,16
659,PER08,31
659,PER09,45
659,PER10,65
659,PER11,91
659,PER12,81
659,PER13,72
659,PER14,68
659,PER15,66
659,PER16,68
659,PER17,84
659,PER18,115
659,PER19,138
